card_name,data
Thraben Inspector,"{'card': 'thraben inspector', 'colors': 'W', 'averageRound': 32, 'average': 256, 'numberAvailable': 32, 'numberTaken': 2, 'ratio': 0.0625, 'lotusScore': 1.994680851064, 'drafts': [{'card': None, 'draft': 'VRD Archives - StLotus10', 'gid': '234061621', 'occurrence': '2023-01-14T00:00:00.000Z', 'pick': None, 'maxRelease': '2016-04-08T00:00:00.000Z', 'occurance': '2023-01-14T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS17', 'gid': '1817121486', 'occurrence': '2023-01-30T00:00:00.000Z', 'pick': None, 'maxRelease': '2016-04-08T00:00:00.000Z', 'occurance': '2023-01-30T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS18', 'gid': '1321266086', 'occurrence': '2023-02-02T00:00:00.000Z', 'pick': None, 'maxRelease': '2016-04-08T00:00:00.000Z', 'occurance': '2023-02-02T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS19', 'gid': '84620412', 'occurrence': '2023-02-10T00:00:00.000Z', 'pick': None, 'maxRelease': '2016-04-08T00:00:00.000Z', 'occurance': '2023-02-10T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - STLPresents3', 'gid': '402632389', 'occurrence': '2023-02-18T00:00:00.000Z', 'pick': None, 'maxRelease': '2016-04-08T00:00:00.000Z', 'occurance': '2023-02-18T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS20', 'gid': '2133326284', 'occurrence': '2023-03-01T00:00:00.000Z', 'pick': None, 'maxRelease': '2016-04-08T00:00:00.000Z', 'occurance': '2023-03-01T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - StLotus11', 'gid': '925597639', 'occurrence': '2023-04-01T00:00:00.000Z', 'pick': None, 'maxRelease': '2016-04-08T00:00:00.000Z', 'occurance': '2023-04-01T00:00:00.000Z'}, {'card': 'thraben inspector', 'draft': 'VRD Archives - MT4', 'gid': '1664019276', 'occurrence': '2023-05-01T00:00:00.000Z', 'pick': 164, 'maxRelease': '2016-04-08T00:00:00.000Z', 'occurance': '2023-05-01T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - STLPresents4', 'gid': '1781732727', 'occurrence': '2023-05-20T00:00:00.000Z', 'pick': None, 'maxRelease': '2016-04-08T00:00:00.000Z', 'occurance': '2023-05-20T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - CHI4', 'gid': '2020127240', 'occurrence': '2023-06-01T00:00:00.000Z', 'pick': None, 'maxRelease': '2016-04-08T00:00:00.000Z', 'occurance': '2023-06-01T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS21', 'gid': '1903257633', 'occurrence': '2023-06-28T00:00:00.000Z', 'pick': None, 'maxRelease': '2016-04-08T00:00:00.000Z', 'occurance': '2023-06-28T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS22', 'gid': '1884831148', 'occurrence': '2023-07-01T00:00:00.000Z', 'pick': None, 'maxRelease': '2016-04-08T00:00:00.000Z', 'occurance': '2023-07-01T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - COL1', 'gid': '1582764244', 'occurrence': '2023-07-09T00:00:00.000Z', 'pick': None, 'maxRelease': '2016-04-08T00:00:00.000Z', 'occurance': '2023-07-09T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - StLotus12', 'gid': '1968116436', 'occurrence': '2023-07-30T00:00:00.000Z', 'pick': None, 'maxRelease': '2016-04-08T00:00:00.000Z', 'occurance': '2023-07-30T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS23', 'gid': '1008615612', 'occurrence': '2023-08-01T00:00:00.000Z', 'pick': None, 'maxRelease': '2016-04-08T00:00:00.000Z', 'occurance': '2023-08-01T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - NYC6', 'gid': '326077006', 'occurrence': '2023-08-17T00:00:00.000Z', 'pick': None, 'maxRelease': '2016-04-08T00:00:00.000Z', 'occurance': '2023-08-17T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS24', 'gid': '1716925941', 'occurrence': '2023-09-01T00:00:00.000Z', 'pick': None, 'maxRelease': '2016-04-08T00:00:00.000Z', 'occurance': '2023-09-01T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS25', 'gid': '1910684336', 'occurrence': '2023-10-15T00:00:00.000Z', 'pick': None, 'maxRelease': '2016-04-08T00:00:00.000Z', 'occurance': '2023-10-15T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - StLotus13', 'gid': '1640330949', 'occurrence': '2023-12-02T00:00:00.000Z', 'pick': None, 'maxRelease': '2016-04-08T00:00:00.000Z', 'occurance': '2023-12-02T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - TOR1', 'gid': '906554463', 'occurrence': '2024-01-01T00:00:00.000Z', 'pick': None, 'maxRelease': '2016-04-08T00:00:00.000Z', 'occurance': '2024-01-01T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS26', 'gid': '1918971365', 'occurrence': '2024-01-01T00:00:00.000Z', 'pick': None, 'maxRelease': '2016-04-08T00:00:00.000Z', 'occurance': '2024-01-01T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS27', 'gid': '997079292', 'occurrence': '2024-02-15T00:00:00.000Z', 'pick': None, 'maxRelease': '2016-04-08T00:00:00.000Z', 'occurance': '2024-02-15T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS28', 'gid': '1312128391', 'occurrence': '2024-03-03T00:00:00.000Z', 'pick': None, 'maxRelease': '2016-04-08T00:00:00.000Z', 'occurance': '2024-03-03T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS29', 'gid': '1693348956', 'occurrence': '2024-03-16T00:00:00.000Z', 'pick': None, 'maxRelease': '2016-04-08T00:00:00.000Z', 'occurance': '2024-03-16T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS30', 'gid': '1634458203', 'occurrence': '2024-05-01T00:00:00.000Z', 'pick': None, 'maxRelease': '2016-04-08T00:00:00.000Z', 'occurance': '2024-05-01T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - StLotus14', 'gid': '1605454232', 'occurrence': '2024-05-04T00:00:00.000Z', 'pick': None, 'maxRelease': '2016-04-08T00:00:00.000Z', 'occurance': '2024-05-04T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - MSP1', 'gid': '258078587', 'occurrence': '2024-06-06T00:00:00.000Z', 'pick': None, 'maxRelease': '2016-04-08T00:00:00.000Z', 'occurance': '2024-06-06T00:00:00.000Z'}, {'card': 'thraben inspector', 'draft': 'VRD Archives - DIS31', 'gid': '55679847', 'occurrence': '2024-07-16T00:00:00.000Z', 'pick': 348, 'maxRelease': '2016-04-08T00:00:00.000Z', 'occurance': '2024-07-16T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - STLPresents5', 'gid': '2100385436', 'occurrence': '2024-07-27T00:00:00.000Z', 'pick': None, 'maxRelease': '2016-04-08T00:00:00.000Z', 'occurance': '2024-07-27T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS32', 'gid': '1942684760', 'occurrence': '2024-08-16T00:00:00.000Z', 'pick': None, 'maxRelease': '2016-04-08T00:00:00.000Z', 'occurance': '2024-08-16T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS33', 'gid': '1901628944', 'occurrence': '2024-09-13T00:00:00.000Z', 'pick': None, 'maxRelease': '2016-04-08T00:00:00.000Z', 'occurance': '2024-09-13T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - STLPresents6', 'gid': '1637522781', 'occurrence': '2024-10-05T00:00:00.000Z', 'pick': None, 'maxRelease': '2016-04-08T00:00:00.000Z', 'occurance': '2024-10-05T00:00:00.000Z'}]}"
Open the Vaults,"{'card': 'Open the Vaults', 'numberTaken': 0, 'numberAvailable': 32, 'averageRound': None, 'suggestion': 'opalescence', 'suggestions': ['open the vaults']}"
Sanctum Spirit,"{'card': 'Sanctum Spirit', 'numberTaken': 0, 'numberAvailable': 32, 'averageRound': None, 'suggestion': 'sanctum prelate', 'suggestions': ['sanctum of ugin', 'sanctum spirit']}"
Sanctum Gargoyle,"{'card': 'Sanctum Gargoyle', 'numberTaken': 0, 'numberAvailable': 32, 'averageRound': None, 'suggestion': 'sanctum prelate', 'suggestions': ['sanctum of ugin', 'sanctum gargoyle']}"
Revoke Existence,"{'card': 'Revoke Existence', 'numberTaken': 0, 'numberAvailable': 32, 'averageRound': None, 'suggestion': 'reverberate', 'suggestions': ['revoke existence']}"
Remember the Fallen,"{'card': 'Remember the Fallen', 'numberTaken': 0, 'numberAvailable': 32, 'averageRound': None, 'suggestion': 'remand', 'suggestions': ['remand', 'remember the fallen']}"
Tempered Steel,"{'card': 'Tempered Steel', 'numberTaken': 0, 'numberAvailable': 32, 'averageRound': None, 'suggestion': 'temple garden', 'suggestions': ['tempest caller', 'tempered steel']}"
Strength of Arms,"{'card': 'Strength of Arms', 'numberTaken': 0, 'numberAvailable': 32, 'averageRound': None, 'suggestion': 'street wraith', 'suggestions': ['streambed aquitects', 'strength of arms']}"
Brainstorm,"{'card': 'brainstorm', 'colors': 'U', 'averageRound': 12, 'average': 89.2, 'numberAvailable': 32, 'numberTaken': 30, 'ratio': 0.9375, 'lotusScore': 71.509308510638, 'drafts': [{'card': 'brainstorm', 'draft': 'VRD Archives - StLotus10', 'gid': '234061621', 'occurrence': '2023-01-14T00:00:00.000Z', 'pick': 98, 'maxRelease': '1995-06-03T00:00:00.000Z', 'occurance': '2023-01-14T00:00:00.000Z'}, {'card': 'brainstorm', 'draft': 'VRD Archives - DIS17', 'gid': '1817121486', 'occurrence': '2023-01-30T00:00:00.000Z', 'pick': 140, 'maxRelease': '1995-06-03T00:00:00.000Z', 'occurance': '2023-01-30T00:00:00.000Z'}, {'card': 'brainstorm', 'draft': 'VRD Archives - DIS18', 'gid': '1321266086', 'occurrence': '2023-02-02T00:00:00.000Z', 'pick': 113, 'maxRelease': '1995-06-03T00:00:00.000Z', 'occurance': '2023-02-02T00:00:00.000Z'}, {'card': 'brainstorm', 'draft': 'VRD Archives - DIS19', 'gid': '84620412', 'occurrence': '2023-02-10T00:00:00.000Z', 'pick': 68, 'maxRelease': '1995-06-03T00:00:00.000Z', 'occurance': '2023-02-10T00:00:00.000Z'}, {'card': 'brainstorm', 'draft': 'VRD Archives - STLPresents3', 'gid': '402632389', 'occurrence': '2023-02-18T00:00:00.000Z', 'pick': 78, 'maxRelease': '1995-06-03T00:00:00.000Z', 'occurance': '2023-02-18T00:00:00.000Z'}, {'card': 'brainstorm', 'draft': 'VRD Archives - DIS20', 'gid': '2133326284', 'occurrence': '2023-03-01T00:00:00.000Z', 'pick': 67, 'maxRelease': '1995-06-03T00:00:00.000Z', 'occurance': '2023-03-01T00:00:00.000Z'}, {'card': 'brainstorm', 'draft': 'VRD Archives - StLotus11', 'gid': '925597639', 'occurrence': '2023-04-01T00:00:00.000Z', 'pick': 71, 'maxRelease': '1995-06-03T00:00:00.000Z', 'occurance': '2023-04-01T00:00:00.000Z'}, {'card': 'brainstorm', 'draft': 'VRD Archives - MT4', 'gid': '1664019276', 'occurrence': '2023-05-01T00:00:00.000Z', 'pick': 97, 'maxRelease': '1995-06-03T00:00:00.000Z', 'occurance': '2023-05-01T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - STLPresents4', 'gid': '1781732727', 'occurrence': '2023-05-20T00:00:00.000Z', 'pick': None, 'maxRelease': '1995-06-03T00:00:00.000Z', 'occurance': '2023-05-20T00:00:00.000Z'}, {'card': 'brainstorm', 'draft': 'VRD Archives - CHI4', 'gid': '2020127240', 'occurrence': '2023-06-01T00:00:00.000Z', 'pick': 93, 'maxRelease': '1995-06-03T00:00:00.000Z', 'occurance': '2023-06-01T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS21', 'gid': '1903257633', 'occurrence': '2023-06-28T00:00:00.000Z', 'pick': None, 'maxRelease': '1995-06-03T00:00:00.000Z', 'occurance': '2023-06-28T00:00:00.000Z'}, {'card': 'brainstorm', 'draft': 'VRD Archives - DIS22', 'gid': '1884831148', 'occurrence': '2023-07-01T00:00:00.000Z', 'pick': 109, 'maxRelease': '1995-06-03T00:00:00.000Z', 'occurance': '2023-07-01T00:00:00.000Z'}, {'card': 'brainstorm', 'draft': 'VRD Archives - COL1', 'gid': '1582764244', 'occurrence': '2023-07-09T00:00:00.000Z', 'pick': 85, 'maxRelease': '1995-06-03T00:00:00.000Z', 'occurance': '2023-07-09T00:00:00.000Z'}, {'card': 'brainstorm', 'draft': 'VRD Archives - StLotus12', 'gid': '1968116436', 'occurrence': '2023-07-30T00:00:00.000Z', 'pick': 18, 'maxRelease': '1995-06-03T00:00:00.000Z', 'occurance': '2023-07-30T00:00:00.000Z'}, {'card': 'brainstorm', 'draft': 'VRD Archives - DIS23', 'gid': '1008615612', 'occurrence': '2023-08-01T00:00:00.000Z', 'pick': 112, 'maxRelease': '1995-06-03T00:00:00.000Z', 'occurance': '2023-08-01T00:00:00.000Z'}, {'card': 'brainstorm', 'draft': 'VRD Archives - NYC6', 'gid': '326077006', 'occurrence': '2023-08-17T00:00:00.000Z', 'pick': 54, 'maxRelease': '1995-06-03T00:00:00.000Z', 'occurance': '2023-08-17T00:00:00.000Z'}, {'card': 'brainstorm', 'draft': 'VRD Archives - DIS24', 'gid': '1716925941', 'occurrence': '2023-09-01T00:00:00.000Z', 'pick': 116, 'maxRelease': '1995-06-03T00:00:00.000Z', 'occurance': '2023-09-01T00:00:00.000Z'}, {'card': 'brainstorm', 'draft': 'VRD Archives - DIS25', 'gid': '1910684336', 'occurrence': '2023-10-15T00:00:00.000Z', 'pick': 80, 'maxRelease': '1995-06-03T00:00:00.000Z', 'occurance': '2023-10-15T00:00:00.000Z'}, {'card': 'brainstorm', 'draft': 'VRD Archives - StLotus13', 'gid': '1640330949', 'occurrence': '2023-12-02T00:00:00.000Z', 'pick': 61, 'maxRelease': '1995-06-03T00:00:00.000Z', 'occurance': '2023-12-02T00:00:00.000Z'}, {'card': 'brainstorm', 'draft': 'VRD Archives - TOR1', 'gid': '906554463', 'occurrence': '2024-01-01T00:00:00.000Z', 'pick': 62, 'maxRelease': '1995-06-03T00:00:00.000Z', 'occurance': '2024-01-01T00:00:00.000Z'}, {'card': 'brainstorm', 'draft': 'VRD Archives - DIS26', 'gid': '1918971365', 'occurrence': '2024-01-01T00:00:00.000Z', 'pick': 80, 'maxRelease': '1995-06-03T00:00:00.000Z', 'occurance': '2024-01-01T00:00:00.000Z'}, {'card': 'brainstorm', 'draft': 'VRD Archives - DIS27', 'gid': '997079292', 'occurrence': '2024-02-15T00:00:00.000Z', 'pick': 147, 'maxRelease': '1995-06-03T00:00:00.000Z', 'occurance': '2024-02-15T00:00:00.000Z'}, {'card': 'brainstorm', 'draft': 'VRD Archives - DIS28', 'gid': '1312128391', 'occurrence': '2024-03-03T00:00:00.000Z', 'pick': 81, 'maxRelease': '1995-06-03T00:00:00.000Z', 'occurance': '2024-03-03T00:00:00.000Z'}, {'card': 'brainstorm', 'draft': 'VRD Archives - DIS29', 'gid': '1693348956', 'occurrence': '2024-03-16T00:00:00.000Z', 'pick': 76, 'maxRelease': '1995-06-03T00:00:00.000Z', 'occurance': '2024-03-16T00:00:00.000Z'}, {'card': 'brainstorm', 'draft': 'VRD Archives - DIS30', 'gid': '1634458203', 'occurrence': '2024-05-01T00:00:00.000Z', 'pick': 121, 'maxRelease': '1995-06-03T00:00:00.000Z', 'occurance': '2024-05-01T00:00:00.000Z'}, {'card': 'brainstorm', 'draft': 'VRD Archives - StLotus14', 'gid': '1605454232', 'occurrence': '2024-05-04T00:00:00.000Z', 'pick': 130, 'maxRelease': '1995-06-03T00:00:00.000Z', 'occurance': '2024-05-04T00:00:00.000Z'}, {'card': 'brainstorm', 'draft': 'VRD Archives - MSP1', 'gid': '258078587', 'occurrence': '2024-06-06T00:00:00.000Z', 'pick': 79, 'maxRelease': '1995-06-03T00:00:00.000Z', 'occurance': '2024-06-06T00:00:00.000Z'}, {'card': 'brainstorm', 'draft': 'VRD Archives - DIS31', 'gid': '55679847', 'occurrence': '2024-07-16T00:00:00.000Z', 'pick': 89, 'maxRelease': '1995-06-03T00:00:00.000Z', 'occurance': '2024-07-16T00:00:00.000Z'}, {'card': 'brainstorm', 'draft': 'VRD Archives - STLPresents5', 'gid': '2100385436', 'occurrence': '2024-07-27T00:00:00.000Z', 'pick': 90, 'maxRelease': '1995-06-03T00:00:00.000Z', 'occurance': '2024-07-27T00:00:00.000Z'}, {'card': 'brainstorm', 'draft': 'VRD Archives - DIS32', 'gid': '1942684760', 'occurrence': '2024-08-16T00:00:00.000Z', 'pick': 111, 'maxRelease': '1995-06-03T00:00:00.000Z', 'occurance': '2024-08-16T00:00:00.000Z'}, {'card': 'brainstorm', 'draft': 'VRD Archives - DIS33', 'gid': '1901628944', 'occurrence': '2024-09-13T00:00:00.000Z', 'pick': 98, 'maxRelease': '1995-06-03T00:00:00.000Z', 'occurance': '2024-09-13T00:00:00.000Z'}, {'card': 'brainstorm', 'draft': 'VRD Archives - STLPresents6', 'gid': '1637522781', 'occurrence': '2024-10-05T00:00:00.000Z', 'pick': 52, 'maxRelease': '1995-06-03T00:00:00.000Z', 'occurance': '2024-10-05T00:00:00.000Z'}]}"
Stonehewer Giant,"{'card': 'Stonehewer Giant', 'numberTaken': 0, 'numberAvailable': 32, 'averageRound': None, 'suggestion': 'stone of erech', 'suggestions': ['stone of erech', 'stonehewer giant', 'stonehewer giant avatar']}"
Valor in Akros,"{'card': 'Valor in Akros', 'numberTaken': 0, 'numberAvailable': 32, 'averageRound': None, 'suggestion': 'valakut awakening // valakut stoneforge', 'suggestions': ['valakut awakening // valakut stoneforge', 'valor in akros']}"
Topple the Statue,"{'card': 'Topple the Statue', 'numberTaken': 0, 'numberAvailable': 32, 'averageRound': None, 'suggestion': 'tolaria west', 'suggestions': ['tocatli honor guard', 'topple the statue']}"
Cyclonic Rift,"{'card': 'cyclonic rift', 'colors': 'U', 'averageRound': 38, 'average': 303.9, 'numberAvailable': 32, 'numberTaken': 10, 'ratio': 0.3125, 'lotusScore': 5.992353723404, 'drafts': [{'card': 'cyclonic rift', 'draft': 'VRD Archives - StLotus10', 'gid': '234061621', 'occurrence': '2023-01-14T00:00:00.000Z', 'pick': 364, 'maxRelease': '2012-10-05T00:00:00.000Z', 'occurance': '2023-01-14T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS17', 'gid': '1817121486', 'occurrence': '2023-01-30T00:00:00.000Z', 'pick': None, 'maxRelease': '2012-10-05T00:00:00.000Z', 'occurance': '2023-01-30T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS18', 'gid': '1321266086', 'occurrence': '2023-02-02T00:00:00.000Z', 'pick': None, 'maxRelease': '2012-10-05T00:00:00.000Z', 'occurance': '2023-02-02T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS19', 'gid': '84620412', 'occurrence': '2023-02-10T00:00:00.000Z', 'pick': None, 'maxRelease': '2012-10-05T00:00:00.000Z', 'occurance': '2023-02-10T00:00:00.000Z'}, {'card': 'cyclonic rift', 'draft': 'VRD Archives - STLPresents3', 'gid': '402632389', 'occurrence': '2023-02-18T00:00:00.000Z', 'pick': 237, 'maxRelease': '2012-10-05T00:00:00.000Z', 'occurance': '2023-02-18T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS20', 'gid': '2133326284', 'occurrence': '2023-03-01T00:00:00.000Z', 'pick': None, 'maxRelease': '2012-10-05T00:00:00.000Z', 'occurance': '2023-03-01T00:00:00.000Z'}, {'card': 'cyclonic rift', 'draft': 'VRD Archives - StLotus11', 'gid': '925597639', 'occurrence': '2023-04-01T00:00:00.000Z', 'pick': 261, 'maxRelease': '2012-10-05T00:00:00.000Z', 'occurance': '2023-04-01T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - MT4', 'gid': '1664019276', 'occurrence': '2023-05-01T00:00:00.000Z', 'pick': None, 'maxRelease': '2012-10-05T00:00:00.000Z', 'occurance': '2023-05-01T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - STLPresents4', 'gid': '1781732727', 'occurrence': '2023-05-20T00:00:00.000Z', 'pick': None, 'maxRelease': '2012-10-05T00:00:00.000Z', 'occurance': '2023-05-20T00:00:00.000Z'}, {'card': 'cyclonic rift', 'draft': 'VRD Archives - CHI4', 'gid': '2020127240', 'occurrence': '2023-06-01T00:00:00.000Z', 'pick': 336, 'maxRelease': '2012-10-05T00:00:00.000Z', 'occurance': '2023-06-01T00:00:00.000Z'}, {'card': 'cyclonic rift', 'draft': 'VRD Archives - DIS21', 'gid': '1903257633', 'occurrence': '2023-06-28T00:00:00.000Z', 'pick': 270, 'maxRelease': '2012-10-05T00:00:00.000Z', 'occurance': '2023-06-28T00:00:00.000Z'}, {'card': 'cyclonic rift', 'draft': 'VRD Archives - DIS22', 'gid': '1884831148', 'occurrence': '2023-07-01T00:00:00.000Z', 'pick': 339, 'maxRelease': '2012-10-05T00:00:00.000Z', 'occurance': '2023-07-01T00:00:00.000Z'}, {'card': 'cyclonic rift', 'draft': 'VRD Archives - COL1', 'gid': '1582764244', 'occurrence': '2023-07-09T00:00:00.000Z', 'pick': 357, 'maxRelease': '2012-10-05T00:00:00.000Z', 'occurance': '2023-07-09T00:00:00.000Z'}, {'card': 'cyclonic rift', 'draft': 'VRD Archives - StLotus12', 'gid': '1968116436', 'occurrence': '2023-07-30T00:00:00.000Z', 'pick': 336, 'maxRelease': '2012-10-05T00:00:00.000Z', 'occurance': '2023-07-30T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS23', 'gid': '1008615612', 'occurrence': '2023-08-01T00:00:00.000Z', 'pick': None, 'maxRelease': '2012-10-05T00:00:00.000Z', 'occurance': '2023-08-01T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - NYC6', 'gid': '326077006', 'occurrence': '2023-08-17T00:00:00.000Z', 'pick': None, 'maxRelease': '2012-10-05T00:00:00.000Z', 'occurance': '2023-08-17T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS24', 'gid': '1716925941', 'occurrence': '2023-09-01T00:00:00.000Z', 'pick': None, 'maxRelease': '2012-10-05T00:00:00.000Z', 'occurance': '2023-09-01T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS25', 'gid': '1910684336', 'occurrence': '2023-10-15T00:00:00.000Z', 'pick': None, 'maxRelease': '2012-10-05T00:00:00.000Z', 'occurance': '2023-10-15T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - StLotus13', 'gid': '1640330949', 'occurrence': '2023-12-02T00:00:00.000Z', 'pick': None, 'maxRelease': '2012-10-05T00:00:00.000Z', 'occurance': '2023-12-02T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - TOR1', 'gid': '906554463', 'occurrence': '2024-01-01T00:00:00.000Z', 'pick': None, 'maxRelease': '2012-10-05T00:00:00.000Z', 'occurance': '2024-01-01T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS26', 'gid': '1918971365', 'occurrence': '2024-01-01T00:00:00.000Z', 'pick': None, 'maxRelease': '2012-10-05T00:00:00.000Z', 'occurance': '2024-01-01T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS27', 'gid': '997079292', 'occurrence': '2024-02-15T00:00:00.000Z', 'pick': None, 'maxRelease': '2012-10-05T00:00:00.000Z', 'occurance': '2024-02-15T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS28', 'gid': '1312128391', 'occurrence': '2024-03-03T00:00:00.000Z', 'pick': None, 'maxRelease': '2012-10-05T00:00:00.000Z', 'occurance': '2024-03-03T00:00:00.000Z'}, {'card': 'cyclonic rift', 'draft': 'VRD Archives - DIS29', 'gid': '1693348956', 'occurrence': '2024-03-16T00:00:00.000Z', 'pick': 344, 'maxRelease': '2012-10-05T00:00:00.000Z', 'occurance': '2024-03-16T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS30', 'gid': '1634458203', 'occurrence': '2024-05-01T00:00:00.000Z', 'pick': None, 'maxRelease': '2012-10-05T00:00:00.000Z', 'occurance': '2024-05-01T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - StLotus14', 'gid': '1605454232', 'occurrence': '2024-05-04T00:00:00.000Z', 'pick': None, 'maxRelease': '2012-10-05T00:00:00.000Z', 'occurance': '2024-05-04T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - MSP1', 'gid': '258078587', 'occurrence': '2024-06-06T00:00:00.000Z', 'pick': None, 'maxRelease': '2012-10-05T00:00:00.000Z', 'occurance': '2024-06-06T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS31', 'gid': '55679847', 'occurrence': '2024-07-16T00:00:00.000Z', 'pick': None, 'maxRelease': '2012-10-05T00:00:00.000Z', 'occurance': '2024-07-16T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - STLPresents5', 'gid': '2100385436', 'occurrence': '2024-07-27T00:00:00.000Z', 'pick': None, 'maxRelease': '2012-10-05T00:00:00.000Z', 'occurance': '2024-07-27T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS32', 'gid': '1942684760', 'occurrence': '2024-08-16T00:00:00.000Z', 'pick': None, 'maxRelease': '2012-10-05T00:00:00.000Z', 'occurance': '2024-08-16T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS33', 'gid': '1901628944', 'occurrence': '2024-09-13T00:00:00.000Z', 'pick': None, 'maxRelease': '2012-10-05T00:00:00.000Z', 'occurance': '2024-09-13T00:00:00.000Z'}, {'card': 'cyclonic rift', 'draft': 'VRD Archives - STLPresents6', 'gid': '1637522781', 'occurrence': '2024-10-05T00:00:00.000Z', 'pick': 195, 'maxRelease': '2012-10-05T00:00:00.000Z', 'occurance': '2024-10-05T00:00:00.000Z'}]}"
