average,averageRound,card,colors,lotusScore,numberAvailable,numberTaken,ratio,suggestion
119.3077,15,basalt monolith,,27.734374168883,32,13,0.4063,
,,Web,,,32,0,,wear // tear
,,War Mammoth,,,32,0,,wargate
,,Chaos Orb,,,32,0,,chaos defiler
,,Black Vise,,,32,0,,black lotus
,,Ankh of Mishra,,,32,0,,an offer you can't refuse
,,Crystal Rod,,,32,0,,"crystal skull, isu spyglass"
,,Conservator,,,32,0,,consider
,,Celestial Prism,,,32,0,,celestial purge
,,Copper Tablet,,,32,0,,coppercoat vanguard
,,Clockwork Beast,,,32,0,,clock of omens
,,Cyclopean Tomb,,,32,0,,cyclonic rift
,,Dingus Egg,,,32,0,,diabolic intent
,,Forcefield,,,32,0,,force of negation
,,Disrupting Scepter,,,32,0,,disrupting shoal
,,Iron Star,,,32,0,,iron apprentice
,,Glasses of Urza,,,32,0,,glacial chasm
,,Helm of Chatzuk,,,32,0,,helm of obedience
,,Gauntlet of Might,,,32,0,,gaea's blessing
,,Ivory Cup,,,32,0,,ice-fang coatl
,,Jade Statue,,,32,0,,jace's defeat
,,Jade Monolith,,,32,0,,jace's defeat
8.0625,2,mox pearl,W,97.855718085106,32,32,1,
8.8438,2,mox emerald,G,97.647925531915,32,32,1,
28,4,mana vault,,92.553191489362,32,32,1,
6.1563,1,mox jet,B,98.362686170213,32,32,1,
,,Illusionary Mask,,,32,0,,ice-fang coatl
,,Living Wall,,,32,0,,living wish
,,Library of Leng,,,32,0,,library of alexandria
,,Kormus Bell,,,32,0,,kor firewalker
6.6875,1,mox ruby,R,98.221409574468,32,32,1,
5.0938,1,mox sapphire,U,98.645265957447,32,32,1,
8.6875,2,sol ring,,97.689494680851,32,32,1,
220,28,winter orb,,10.372340425532,32,8,0.25,
15.0313,2,time vault,,96.002313829787,32,32,1,
,,Meekstone,,,32,0,,meddling mage
127.1786,16,badlands,BR,57.903916223404,32,28,0.875,
156.6154,20,savannah,GW,47.406911569149,32,26,0.8125,
201.4444,26,scrubland,BW,26.113703457447,32,18,0.5625,
143.6923,18,bayou,BG,50.19946974734,32,26,0.8125,
147.8387,19,plateau,RW,58.784909408245,32,31,0.9688,
139.8125,18,taiga,GR,62.815824468085,32,32,1,
91.7,12,underground sea,BU,70.885970744681,32,30,0.9375,
83.6774,11,volcanic island,RU,75.315829454787,32,31,0.9688,
95.375,12,tundra,UW,74.634308510638,32,32,1,
104.5,14,tropical island,GU,72.207446808511,32,32,1,
182.1923,23,"emrakul, the aeons torn",,41.879988364362,32,26,0.8125,
273.4444,35,"kozilek, butcher of truth",,7.671213430851,32,9,0.2813,
224.8889,29,"ulamog, the infinite gyre",,11.303190658245,32,9,0.2813,
,,Soul Net,,,32,0,,soul of windgrace
,,Nevinyrral's Disk,,,32,0,,necrogen mists
,,Throne of Bone,,,32,0,,through the breach
,,Obsianus Golem,,,32,0,,"ob nixilis, captive kingpin"
,,Wooden Sphere,,,32,0,,wooded foothills
329.3333,42,flickerwisp,W,1.163564660904,32,3,0.0938,
,,Sunglasses of Urza,,,32,0,,sun titan
,,Anointer of Valor,,,32,0,,anointed peacekeeper
,,Battlefield Promotion,,,32,0,,battlefield forge
,,Divine Visitation,,,32,0,,divert
,,Abzan Falconer,,,32,0,,"abdel adrian, gorion's ward"
233.5,30,leonin arbiter,W,7.106050531915,32,6,0.1875,
249,32,mentor of the meek,W,1.055518617021,32,1,0.0313,
,,Hyena Umbra,,,32,0,,hydroblast
,,Doomed Traveler,,,32,0,,doom blade
,,Gods Willing,,,32,0,,god-eternal kefnet
290,37,myth realized,W,1.429521276596,32,2,0.0625,
152.1538,20,monastery mentor,W,24.185510305851,32,13,0.4063,
,,Knightly Valor,,,32,0,,knight exemplar
152.8333,20,path to exile,W,55.643292885638,32,30,0.9375,
200.3333,26,restoration angel,W,4.379987533245,32,3,0.0938,
,,Emiel the Blessed,,,32,0,,embercleave
,,Last Breath,,,32,0,,laboratory maniac
,,Ainok Bond-Kin,,,32,0,,aarakocra sneak
230,29,smothering tithe,W,1.213430851064,32,1,0.0313,
209.1429,27,teferi's protection,W,9.70744431516,32,7,0.2188,
,,Momentary Blink,,,32,0,,moat
235,30,weathered wayfarer,W,1.171875,32,1,0.0313,
,,Reveillark,,,32,0,,reverberate
,,"Mikaeus, the Lunarch",,,32,0,,"migloz, maze crusher"
,,Militia Bugler,,,32,0,,"migloz, maze crusher"
,,Scale Blessing,,,32,0,,scalding tarn
,,Relief Captain,,,32,0,,relic of progenitus
,,Sensor Splicer,,,32,0,,sensei's divining top
,,Seeker of the Way,,,32,0,,seedtime
,,Wall of Omens,,,32,0,,wall of roots
,,Settle Beyond Reality,,,32,0,,settle the wreckage
435,55,deep analysis,U,0,32,1,0.0313,
,,Aethersnipe,,,32,0,,aether channeler
,,Aven Initiate,,,32,0,,aven interrupter
,,Wingsteed Rider,,,32,0,,windfall
,,Breakthrough,,,32,0,,break out
,,As Foretold,,,32,0,,ash barrens
,,Body Double,,,32,0,,boggart harbinger
23.2813,3,force of negation,U,93.808164893617,32,32,1,
308,39,gifts ungiven,U,0.565159574468,32,1,0.0313,
,,Advanced Stitchwing,,,32,0,,adarkar wastes
,,Capture Sphere,,,32,0,,cabal coffers
,,Consecrated Sphinx,,,32,0,,consider
,,Forbidden Alchemy,,,32,0,,forbidden orchard
,,Disciple of the Ring,,,32,0,,disenchant
36,5,mana drain,U,90.425531914894,32,32,1,
,,Deranged Assistant,,,32,0,,dead // gone
,,Domestication,,,32,0,,"domri, anarch of bolas"
,,Ingenious Skaab,,,32,0,,ingenious smith
158.7273,20,mana leak,U,39.727388630319,32,22,0.6875,
,,Jeskai Elder,,,32,0,,jeska's will
157,20,mulldrifter,U,1.820146276596,32,1,0.0313,
213.6818,27,thought scour,U,29.679192154255,32,22,0.6875,
40.6452,6,spell pierce,U,86.402915558511,32,31,0.9688,
,,Eel Umbra,,,32,0,,earthcraft
227.375,29,"venser, shaper savant",U,9.881981382979,32,8,0.25,
155.7692,20,bitterblossom,B,23.794883643617,32,13,0.4063,
,,Kederekt Leviathan,,,32,0,,keen duelist
294,37,blood artist,B,1.363031914894,32,2,0.0625,
,,Makeshift Mauler,,,32,0,,maddening cacophony
312.3333,40,damnation,B,3.174868683511,32,6,0.1875,
,,Kasmina's Transmutation,,,32,0,,kaito shizuki
,,Wash Out,,,32,0,,waste not
,,Pull from Tomorrow,,,32,0,,punishing fire
,,Mistfire Adept,,,32,0,,mistcutter hydra
,,Nephalia Smuggler,,,32,0,,necrogen mists
225.3333,29,gravecrawler,B,3.756649767287,32,3,0.0938,
,,"Talrand, Sky Summoner",,,32,0,,talisman of conviction
161.1364,21,imperial seal,B,39.286894946809,32,22,0.6875,
,,Balustrade Spy,,,32,0,,bala ged recovery // bala ged sanctuary
58.2258,8,inquisition of kozilek,B,81.873339428191,32,31,0.9688,
,,Disfigure,,,32,0,,disenchant
,,Carrier Thrall,,,32,0,,carrion feeder
,,Bloodflow Connoisseur,,,32,0,,blood artist
,,Go for the Throat,,,32,0,,goblin assault
,,Eyeblight's Ending,,,32,0,,eye of ugin
,,"Liliana, the Last Hope",,,32,0,,liliana of the veil
,,Necrotic Ooze,,,32,0,,necrogen mists
,,Graveblade Marauder,,,32,0,,grave titan
,,Liliana's Elite,,,32,0,,liliana of the veil
,,Oona's Prowler,,,32,0,,oath of druids
,,Scion of Darkness,,,32,0,,scion of draco
,,"Ob Nixilis, Unshackled",,,32,0,,"ob nixilis, captive kingpin"
305,39,unburial rites,BW,0.590093085106,32,1,0.0313,
280.1818,36,surgical extraction,B,8.759975066489,32,11,0.3438,
199.5,25,unearth,B,11.735372340426,32,8,0.25,
,,Seekers' Squire,,,32,0,,seedtime
,,Skeleton Archer,,,32,0,,skewer the critics
,,Severed Strands,,,32,0,,sevinne's reclamation
,,Skinrender,,,32,0,,skirk prospector
249,32,anger of the gods,R,1.055518617021,32,1,0.0313,
,,Shadowborn Apostle,,,32,0,,shadow in the warp
360.6667,46,bedlam reveler,R,0.38231299867,32,3,0.0938,
,,Strands of Undeath,,,32,0,,strangle
25,4,chaos warp,R,2.917220744681,32,1,0.0313,
,,Vampiric Rites,,,32,0,,vampiric tutor
,,Supernatural Stamina,,,32,0,,suppression field
184,23,dockside extortionist,R,1.595744680851,32,1,0.0313,
,,Vampire Sovereign,,,32,0,,vampire hexmage
,,"Yahenni, Undying Partisan",,,32,0,,"yasharn, implacable earth"
,,Abbot of Keral Keep,,,32,0,,"abdel adrian, gorion's ward"
,,Fiery Fall,,,32,0,,fiery confluence
,,"Alesha, Who Smiles at Death",,,32,0,,all is dust
,,Greater Gargadon,,,32,0,,great furnace
,,Backdraft Hellkite,,,32,0,,back to basics
199,25,monastery swiftspear,R,10.297539893617,32,7,0.2188,
,,Dreamshaper Shaman,,,32,0,,dreams of steel and oil
,,Goblin Banneret,,,32,0,,goblin bombardment
,,Dark-Dweller Oracle,,,32,0,,dark confidant
,,Hero of the Games,,,32,0,,hero of bladehold
91,12,rift bolt,R,2.368683510638,32,1,0.0313,
209.4444,27,seasoned pyromancer,R,12.458447473404,32,9,0.2813,
,,Lava Coil,,,32,0,,lava axe
,,Kruin Striker,,,32,0,,"kruphix, god of horizons"
,,Hissing Iguanar,,,32,0,,hibernation
,,Living Lightning,,,32,0,,living wish
,,Labyrinth Champion,,,32,0,,laboratory maniac
219.1333,28,young pyromancer,R,19.556187666223,32,15,0.4688,
,,Staggershock,,,32,0,,standstill
246.4,31,allosaurus shepherd,G,10.771276595745,32,10,0.3125,
,,Pirate's Pillage,,,32,0,,piranha marsh
,,Sparkmage's Gambit,,,32,0,,spark rupture
,,Purphoros's Emissary,,,32,0,,puresteel paladin
,,Twinflame,,,32,0,,twilight mire
,,Surreal Memoir,,,32,0,,surge of salvation
,,Storm Fleet Pyromancer,,,32,0,,stormbreath dragon
,,Titan's Strength,,,32,0,,titania's command
,,Warrior's Oath,,,32,0,,warren soultrader
,,Ambuscade,,,32,0,,amulet of vigor
261,33,devoted druid,G,4.77892287234,32,5,0.1563,
,,Bloom Tender,,,32,0,,blooming marsh
,,Arachnus Web,,,32,0,,"aragorn, king of gondor"
202.3333,26,eternal witness,G,12.990361535904,32,9,0.2813,
,,Arachnus Spinner,,,32,0,,"aragorn, king of gondor"
,,Annoyed Altisaur,,,32,0,,annul
,,Brindle Shoat,,,32,0,,brineborn cutthroat
,,Biogenic Upgrade,,,32,0,,bile blight
150.45,19,green sun's zenith,G,37.491688829787,32,20,0.625,
,,Concordant Crossroads,,,32,0,,concealed courtyard
,,Deadly Recluse,,,32,0,,dead // gone
,,Centaur Battlemaster,,,32,0,,celestial colonnade
300.75,38,oracle of mul daya,G,2.501662234043,32,4,0.125,
314,40,rancor,G,0.515292553191,32,1,0.0313,
,,Experiment One,,,32,0,,experimental frenzy
,,Elvish Rejuvenator,,,32,0,,elvish reclaimer
,,Food Chain,,,32,0,,foil
,,Gnarlback Rhino,,,32,0,,gnawing vermin
,,Hardened Scales,,,32,0,,hard evidence
,,Might of Old Krosa,,,32,0,,"migloz, maze crusher"
,,Grapple with the Past,,,32,0,,grapeshot
,,Summer Bloom,,,32,0,,summoner's pact
,,Splinterfright,,,32,0,,splinter twin
,,Impervious Greatwurm,,,32,0,,imperial recruiter
,,Thrive,,,32,0,,thraben inspector
,,Spider Spawning,,,32,0,,spikefield hazard // spikefield cave
316,40,anguished unmaking,BW,0.997340425532,32,2,0.0625,
,,"Rishkar, Peema Renegade",,,32,0,,rishadan port
,,Travel Preparations,,,32,0,,tragic fall
,,Tuskguard Captain,,,32,0,,tundra
,,Agony Warp,,,32,0,,agonizing remorse
299.3333,38,ashen rider,BW,1.911569980053,32,3,0.0938,
,,Abzan Charm,,,32,0,,"abdel adrian, gorion's ward"
184.2,24,assassin's trophy,BG,23.911236702128,32,15,0.4688,
,,Webweaver Changeling,,,32,0,,wear // tear
,,Abzan Ascendancy,,,32,0,,"abdel adrian, gorion's ward"
,,Aethermage's Touch,,,32,0,,aether channeler
,,"Aminatou, the Fateshifter",,,32,0,,amulet of vigor
,,"Animar, Soul of Elements",,,32,0,,animate dead
,,Ashenmoor Liege,,,32,0,,ashen rider
,,Bant Charm,,,32,0,,bant panorama
,,Atarka's Command,,,32,0,,"atraxa, grand unifier"
,,Auger Spree,,,32,0,,augur of autumn
245.1667,31,bloodbraid elf,GR,6.524266954787,32,6,0.1875,
,,Balefire Liege,,,32,0,,baleful mastery
,,"Arjun, the Shifting Flame",,,32,0,,"aragorn, king of gondor"
,,Bear's Companion,,,32,0,,beast within
,,"Atla Palani, Nest Tender",,,32,0,,"atraxa, grand unifier"
,,"Aurelia, the Warleader",,,32,0,,aura flux
,,Blazing Hellhound,,,32,0,,black lotus
,,Bring to Light,,,32,0,,brineborn cutthroat
,,Bloodwater Entity,,,32,0,,blood artist
,,Bounty of the Luxa,,,32,0,,bountiful landscape
,,Burning-Tree Emissary,,,32,0,,burning hands
,,Boartusk Liege,,,32,0,,boggart harbinger
,,Child of Alara,,,32,0,,chill
,,Call to the Feast,,,32,0,,call of the ring
,,Cartel Aristocrat,,,32,0,,careful study
,,Chronicler of Heroes,,,32,0,,chronatog
,,Conclave Mentor,,,32,0,,concealed courtyard
,,Coiling Oracle,,,32,0,,coalition relic
,,Dack's Duplicate,,,32,0,,dack fayden
,,Crackling Doom,,,32,0,,crabomination
,,Dauntless Escort,,,32,0,,dauntless dismantler
,,Creakwood Liege,,,32,0,,creeping corrosion
,,Deathbringer Liege,,,32,0,,death wish
,,"Doran, the Siege Tower",,,32,0,,dockside extortionist
,,Dragonlord Dromoka,,,32,0,,dragon's claw
,,Dreg Mangler,,,32,0,,dread fugue
,,Dragonlord Silumgar,,,32,0,,dragon's claw
,,Dromoka's Command,,,32,0,,drown in the loch
224.5,29,figure of destiny,RW,2.518284574468,32,2,0.0625,
,,Drogskol Reaver,,,32,0,,drown in the loch
,,Empyrial Archangel,,,32,0,,emperor of bones
262.3333,33,glimpse the unthinkable,BU,2.83410987367,32,3,0.0938,
,,"Elenda, the Dusk Rose",,,32,0,,electrickery
,,Elsha of the Infinite,,,32,0,,"elspeth, knight-errant"
,,Fiery Justice,,,32,0,,fiery confluence
,,Glen Elendra Liege,,,32,0,,glen elendra archmage
,,Extract from Darkness,,,32,0,,exhume
,,Fireblade Artist,,,32,0,,fireblast
,,"Ezuri, Claw of Progress",,,32,0,,ezio auditore da firenze
,,"Ghave, Guru of Spores",,,32,0,,"ghalta, stampede tyrant"
,,Firesong and Sunspeaker,,,32,0,,fire // ice
336,42,hostage taker,BU,0.332446808511,32,1,0.0313,
,,Grim Flayer,,,32,0,,grim lavamancer
,,Glowspore Shaman,,,32,0,,glowrider
250.75,32,izzet charm,RU,8.327792553191,32,8,0.25,
,,Gloryscale Viashino,,,32,0,,glorybringer
,,Ground Assault,,,32,0,,grove of the burnwillows
,,Hellkite Overlord,,,32,0,,hellkite tyrant
,,Hydroid Krasis,,,32,0,,hydroblast
,,Grand Arbiter Augustin IV,,,32,0,,grand abolisher
,,Guided Passage,,,32,0,,gush
363.5,46,"kambal, consul of allocation",BW,0.207779255319,32,2,0.0625,
,,Heroic Reinforcements,,,32,0,,heroic intervention
206.2308,26,kolaghan's command,BR,18.342749335106,32,13,0.4063,
,,Jeskai Ascendancy,,,32,0,,jeska's will
,,Jeskai Charm,,,32,0,,jeska's will
,,"Intet, the Dreamer",,,32,0,,"inti, seneschal of the sun"
316.25,40,lightning helix,RW,1.986369680851,32,4,0.125,
348,44,lord of extinction,BG,0.232712765957,32,1,0.0313,
,,"Judith, the Scourge Diva",,,32,0,,judge's familiar
,,Lavalanche,,,32,0,,lava axe
,,Kaalia of the Vast,,,32,0,,kaito shizuki
,,Kaervek the Merciless,,,32,0,,kaito shizuki
,,"Jodah, Archmage Eternal",,,32,0,,"jolrael, mwonvuli recluse"
,,League Guildmage,,,32,0,,leaf-crowned visionary
,,Legion's Initiative,,,32,0,,legion extruder
,,"Karador, Ghost Chieftain",,,32,0,,karakas
,,Lotleth Troll,,,32,0,,"lotho, corrupt shirriff"
,,Magister Sphinx,,,32,0,,"magda, brazen outlaw"
,,Martial Glory,,,32,0,,march of otherworldly light
,,Lyev Skyknight,,,32,0,,laboratory maniac
,,Master Biomancer,,,32,0,,master of etherium
,,Master of Cruelties,,,32,0,,master of etherium
,,"Marchesa, the Black Rose",,,32,0,,march of otherworldly light
,,The Mimeoplasm,,,32,0,,"the mightstone and weakstone // urza, planeswalker"
,,Mayael's Aria,,,32,0,,maddening cacophony
,,"Mathas, Fiend Seeker",,,32,0,,matter reshaper
,,Mistmeadow Witch,,,32,0,,mistcutter hydra
,,Mindwrack Liege,,,32,0,,mind grind
,,"Muldrotha, the Gravetide",,,32,0,,mulldrifter
,,Phyrexian Tyranny,,,32,0,,phyrexian altar
,,Mizzix of the Izmagnus,,,32,0,,mizzium mortars
,,Orzhov Pontiff,,,32,0,,oracle of mul daya
,,Murkfiend Liege,,,32,0,,murktide regent
,,"Nicol Bolas, God-Pharaoh",,,32,0,,night's whisper
,,Privileged Position,,,32,0,,price of progress
,,Psychic Symbiont,,,32,0,,psychic frog
,,Prophetic Bolt,,,32,0,,professor onyx
,,Prized Amalgam,,,32,0,,price of progress
,,Qasali Pridemage,,,32,0,,quest for the necropolis
,,River Hoopoe,,,32,0,,river of tears
,,"Ruric Thar, the Unbowed",,,32,0,,ruby medallion
,,Scab-Clan Giant,,,32,0,,scab-clan berserker
,,Rafiq of the Many,,,32,0,,raffine's tower
,,Sedraxis Specter,,,32,0,,sedgemoor witch
282.6429,36,supreme verdict,UW,10.862694481383,32,14,0.4375,
,,Roon of the Hidden Realm,,,32,0,,rootwater thief
,,Shattergang Brothers,,,32,0,,shattering blow
143,18,terminate,BR,1.936502659574,32,1,0.0313,
,,"Sidisi, Brood Tyrant",,,32,0,,siege-gang commander
,,"Sedris, the Traitor King",,,32,0,,sedgemoor witch
,,Sprouting Thrinax,,,32,0,,springheart nantuko
,,Sultai Soothsayer,,,32,0,,sulfur falls
,,Thousand-Year Storm,,,32,0,,thousand-faced shadow
,,"Skullbriar, the Walking Grave",,,32,0,,skullclamp
,,"Teneb, the Harvester",,,32,0,,tendo ice bridge
,,Thraximundar,,,32,0,,thraben inspector
,,"Tariel, Reckoner of Souls",,,32,0,,tarfire
,,Thistledown Liege,,,32,0,,thief of existence
,,Tower Gargoyle,,,32,0,,tolaria west
106.2222,14,wrenn and six,GR,60.538568816489,32,27,0.8438,
,,Tenth District Legionnaire,,,32,0,,tendo ice bridge
147.7,19,aether vial,,18.974401595745,32,10,0.3125,
,,"Ulasht, the Hate Seed",,,32,0,,"ulamog, the ceaseless hunger"
,,Wilt-Leaf Liege,,,32,0,,wild growth
,,Winged Coatl,,,32,0,,windfall
,,"Varina, Lich Queen",,,32,0,,valakut awakening // valakut stoneforge
,,Villainous Wealth,,,32,0,,vindicate
,,"Uril, the Miststalker",,,32,0,,urabrask // the great work
,,Zur the Enchanter,,,32,0,,zuran orb
,,"Wasitora, Nekoru Queen",,,32,0,,waste not
,,Civic Saber,,,32,0,,cinder glade
,,Bloodforged Battle-Axe,,,32,0,,blood artist
147,19,phyrexian altar,,1.903257978723,32,1,0.0313,
,,Dragon Arch,,,32,0,,dragon's claw
,,Coldsteel Heart,,,32,0,,collected company
,,Darksteel Plate,,,32,0,,darksteel citadel
81.3448,11,sensei's divining top,,71.018956117021,32,29,0.9063,
,,Firemind Vessel,,,32,0,,fire // ice
,,Livewire Lash,,,32,0,,living wish
,,Conqueror's Flail,,,32,0,,concealed courtyard
,,Nim Deathmantle,,,32,0,,nimble obstructionist
219.1176,28,cavern of souls,,22.165897606383,32,17,0.5313,
222.5833,28,city of brass,,30.60173537234,32,24,0.75,
296.125,38,forbidden orchard,,5.310837765957,32,8,0.25,
,,Panharmonicon,,,32,0,,pack rat
351,44,golgari rot farm,BG,0.207779255319,32,1,0.0313,
318.3333,40,gruul turf,GR,1.437833277926,32,3,0.0938,
,,Planar Bridge,,,32,0,,planar birth
314,40,izzet boilerworks,RU,0.515292553191,32,1,0.0313,
,,Thrumming Stone,,,32,0,,"thrun, breaker of silence"
,,Vedalken Orrery,,,32,0,,vedalken shackles
,,Boros Garrison,,,32,0,,boros charm
,,Azorius Chancery,,,32,0,,azorius signet
314.6667,40,simic growth chamber,GU,1.529254488032,32,3,0.0938,
,,Traveler's Amulet,,,32,0,,tragic fall
253.3333,32,karn liberated,,3.058511469415,32,3,0.0938,
,,Dimir Aqueduct,,,32,0,,dimir signet
212.3333,27,auriok salvagers,W,12.242356216755,32,9,0.2813,
,,Rakdos Carnarium,,,32,0,,rakdos charm
,,Orzhov Basilica,,,32,0,,oracle of mul daya
,,Pillar of the Paruns,,,32,0,,pick your poison
,,Selesnya Sanctuary,,,32,0,,selfless spirit
,,Cryptic Spires,,,32,0,,cryptic command
200.25,26,council's judgment,W,5.842752659574,32,4,0.125,
,,Ancestral Blade,,,32,0,,ancestral mask
283.75,36,ethersworn canonist,W,3.066821808511,32,4,0.125,
,,Angel of the Dawn,,,32,0,,angel's grace
,,Alabaster Mage,,,32,0,,all is dust
,,Austere Command,,,32,0,,augur of autumn
,,Archangel of Thune,,,32,0,,archive trap
,,Blade Splicer,,,32,0,,blade of the bloodchief
102,13,land tax,W,4.554521276596,32,2,0.0625,
,,"Avacyn, Angel of Hope",,,32,0,,avacyn's pilgrim
,,Crib Swap,,,32,0,,crabomination
,,Crusader of Odric,,,32,0,,crucible of worlds
,,Boon Reflection,,,32,0,,book burning
,,Fortify,,,32,0,,forth eorlingas!
268,34,puresteel paladin,W,0.897606382979,32,1,0.0313,
,,Fencing Ace,,,32,0,,feed the swarm
,,Leonin Abunas,,,32,0,,leonin arbiter
,,Myrsmith,,,32,0,,myr battlesphere
,,Glint-Sleeve Artisan,,,32,0,,glimmervoid
,,Master Splicer,,,32,0,,master of etherium
,,"Kemba, Kha Regent",,,32,0,,keen duelist
69.4688,9,stoneforge mystic,W,81.524255319149,32,32,1,
256,32,thraben inspector,W,1.994680851064,32,2,0.0625,
,,Open the Vaults,,,32,0,,opalescence
,,Sanctum Spirit,,,32,0,,sanctum prelate
,,Sanctum Gargoyle,,,32,0,,sanctum prelate
,,Revoke Existence,,,32,0,,reverberate
,,Remember the Fallen,,,32,0,,remand
,,Tempered Steel,,,32,0,,temple garden
,,Strength of Arms,,,32,0,,street wraith
89.2,12,brainstorm,U,71.509308510638,32,30,0.9375,
,,Stonehewer Giant,,,32,0,,stone of erech
,,Valor in Akros,,,32,0,,valakut awakening // valakut stoneforge
,,Topple the Statue,,,32,0,,tolaria west
303.9,38,cyclonic rift,U,5.992353723404,32,10,0.3125,
,,Valorous Stance,,,32,0,,valakut awakening // valakut stoneforge
,,Arcum Dagsson,,,32,0,,arcum's astrolabe
13.7813,2,force of will,U,96.334760638298,32,32,1,
,,Argivian Restoration,,,32,0,,argentum masticore
,,Apprentice Wizard,,,32,0,,"apple of eden, isu relic"
,,"Braids, Conjurer Adept",,,32,0,,"braids, cabal minion"
349,44,inkwell leviathan,U,0.224401595745,32,1,0.0313,
117.1818,15,"jace, the mind sculptor",U,47.323806515957,32,22,0.6875,
355,45,master of etherium,U,0.174534574468,32,1,0.0313,
,,Esperzoa,,,32,0,,esper panorama
269.0909,34,metallic rebuke,U,9.77393700133,32,11,0.3438,
,,Corridor Monitor,,,32,0,,corpse knight
,,Frogify,,,32,0,,frogmite
191.8261,24,phyrexian metamorph,U,35.206114527926,32,23,0.7188,
,,Cloudreader Sphinx,,,32,0,,cloud of faeries
,,Deepglow Skate,,,32,0,,deep analysis
256,32,pongify,U,2.992021276596,32,3,0.0938,
273.75,35,reshape,U,3.399268617021,32,4,0.125,
,,Faerie Mechanist,,,32,0,,faerie macabre
,,Hinder,,,32,0,,hinterland harbor
,,Grand Architect,,,32,0,,grand abolisher
286.75,36,thirst for knowledge,U,2.967087765957,32,4,0.125,
256.8571,33,steel sabotage,U,13.863036901596,32,14,0.4375,
,,Parasitic Strix,,,32,0,,paradigm shift
,,Master Transmuter,,,32,0,,master of etherium
